LichessPuzzleId,FEN,Rating,PreLastMovePositionEvaluation,LastMove,CurrentPositionEvaluation,EvaluatedMoves
QHmnu,1k4r1/p2b4/1PnPp3/6q1/2NP3p/2B2BrP/6PK/1R1Q1R2 b - - 0 27,1972,+556,a5b6 #-4,#+4,"g3g2 #+4,g3h3 -286,a7a5 -570,a7a6 -576,b8a8 -698,b8c8 -709,c6a5 -716,g3f3 -762,a7b6 -844,d7c8 -986,g5b5 -1021,g8g7 #-16,d7e8 #-15,g5d8 #-15,g5a5 #-13,g8d8 #-12,g5h5 #-12,g5d5 #-10,b8b7 #-10,c6b4 #-10,g5f5 #-10,g3g4 #-10,g8c8 #-9,g8f8 #-9,g8e8 #-9,g8h8 #-9,g5c5 #-9,g5e5 #-8,g8g6 #-8,g5g4 #-6,g5e3 #-6,g5c1 #-6,g5e7 #-6,g5g6 #-6,g5h6 #-6,g5g7 #-6,g5d2 #-6,g5f6 #-6,e6e5 #-6,g5f4 #-6,c6d8 #-5,c6e7 #-5,c6e5 #-4,c6d4 #-4"
QHjep,2k2r1r/pbp5/1pn2R1p/3p2p1/q2P4/3Q1N2/P1P2PPP/R5K1 w - - 2 18,983,+444,d8f8 -224,+224,"d3f5 +224,f6g6 -443,f6f8 -473,d3g6 -483,f6e6 -502,d3b3 -511,f6f5 -529,f6c6 -531,f6h6 -603,f6d6 -612,d3h7 -613,f3e5 -647,f6f4 -647,f6f7 -649,f3d2 -651,h2h4 -653,c2c3 -660,d3c3 -661,h2h3 -663,d3d1 -664,d3d2 -664,d3e3 -664,a1b1 -665,a1e1 -665,a1d1 -667,a1c1 -667,g1h1 -669,f3g5 -669,d3f1 -670,d3e2 -670,c2c4 -672,a2a3 -681,a1f1 -685,f3e1 -685,f3h4 -688,g1f1 -690,g2g4 -708,g2g3 -710,d3a3 -829,d3b5 -829,d3c4 -875,d3a6 -902,d3e4 -983"
QHkOm,r7/ppp2qbk/1nnp2pp/4pb2/3P3Q/2P2N2/PP3PPP/R1B2RK1 w - - 2 18,903,+333,h8h7 -394,+394,"f3g5 +394,c1h6 -72,d4e5 -176,g2g4 -269,a2a4 -313,b2b4 -314,c1d2 -315,h2h3 -316,c1e3 -317,f1d1 -320,c1f4 -326,f1e1 -330,b2b3 -333,c1g5 -340,a2a3 -342,g1h1 -355,c3c4 -393,h4g3 -407,a1b1 -408,f3e1 -418,d4d5 -427,f3d2 -454,g2g3 -460,f3e5 -510,h4g5 -538,h4h6 -619,h4f4 -691,h4h3 -697,h4e7 -700,h4d8 -711,h4f6 -712,h4h5 -716,h4e4 -719,h4g4 -733"
QHnAl,r1b2rk1/pppp1p2/2n4R/2b1p1q1/4P3/2PP2Q1/PP2BPP1/RN2K1N1 b Q - 0 11,1267,+125,h1h6 -350,+350,"g5g3 +350,g5g7 -300,c5e7 -399,c5f2 -460,c5e3 -527,f7f6 -601,g5g6 -700,c6e7 -824,f8d8 #-2,f8e8 #-2,f7f5 #-2,a7a6 #-1,b7b6 #-1,d7d6 #-1,a7a5 #-1,b7b5 #-1,d7d5 #-1,c6b4 #-1,c6d4 #-1,c6a5 #-1,c6b8 #-1,c6d8 #-1,c5a3 #-1,c5b4 #-1,c5d4 #-1,c5b6 #-1,c5d6 #-1,a8b8 #-1,g8g7 #-1,g5g4 #-1"
QHnUd,r5k1/5Rbr/2q1p1QB/3pP2P/p2P4/n7/PK2N1P1/3q4 w - - 0 40,1135,-265,c2d1q #-2,#+2,"f7g7 #+2,b2a3 -403,f7f8 #-6,g6h7 #-6,g6g7 #-6,f7f3 #-4,g6d3 #-4,g6b1 #-4,f7c7 #-3,g6g4 #-3,g6e4 #-3,f7f2 #-3,f7b7 #-3,f7d7 #-3,g6g5 #-3,g2g4 #-3,g6c2 #-3,g6g3 #-3,f7e7 #-3,g6f5 #-3,g6f6 #-3,g2g3 #-3,f7a7 #-3,f7f6 #-3,f7f1 #-3,g6e6 #-3,f7f5 #-3,h6c1 #-3,h6e3 #-3,h6f4 #-3,h6g5 #-3,h6g7 #-2,e2c1 #-2,e2g3 #-2,f7f4 #-2,e2g1 #-2,h6d2 #-2,e2c3 #-1,e2f4 #-1"
QHnTz,4n2k/4b1pP/p3p3/4P3/1p1p1Q1P/1q1P4/1NrR1P2/1K4R1 b - - 3 30,809,-474,d1d2 #-1,#+1,"b3b2 #+1,c2b2 0,c2d2 -85,g7g5 -206,c2c7 -535,c2c8 -614,b3a3 -719,e8d6 -739,c2c1 -793,h8h7 -863,b3a2 -909,e8f6 #-20,b3d5 #-20,a6a5 #-20,b3d3 #-16,b3a4 #-16,b3c3 #-11,e7g5 #-11,c2c5 #-11,c2c3 #-11,c2c6 #-11,c2c4 #-11,e7f6 #-10,b3c4 #-9,e7c5 #-9,e7d6 #-9,e7d8 #-9,e8c7 #-8,e7h4 #-8,g7g6 #-8,e7f8 #-7"
QHksG,rn2k2r/1bq2ppp/p3p3/3pP3/1b1NnP2/2N1B3/1PPQB1PP/R4RK1 w kq - 3 15,2166,-50,c5e4 -376,+376,"c3d5 +376,d2d1 +70,d2d3 +39,d2c1 +24,d2e1 +10,d4e6 -5,c3b5 -30,d4b5 -154,c3e4 -219,e2b5 -250,e2a6 -408,c3b1 -419,e2d3 -439,d4f3 -444,g1h1 -446,d4b3 -448,e2h5 -449,a1a6 -453,a1a4 -457,f4f5 -461,f1f2 -462,a1d1 -462,f1f3 -475,e2g4 -476,e2f3 -477,a1e1 -479,f1d1 -479,e2d1 -488,f1e1 -489,f1c1 -493,d4c6 -496,d4f5 -496,h2h4 -498,h2h3 -500,a1a2 -504,g2g3 -506,a1b1 -507,a1c1 -514,f1b1 -514,g2g4 -514,a1a3 -553,e3f2 -554,c3a4 -554,b2b3 -560,e2c4 -564,c3d1 -565,c3a2 -570,a1a5 -585"
QHdeG,8/2R1n2r/p5kp/1p1Nqpp1/4p2P/6P1/PP2Q2K/8 w - - 1 38,1668,+417,g7g6 -480,+480,"h4h5 +480,c7d7 -274,d5e7 -402,e2d1 -411,c7e7 -469,c7a7 -469,a2a4 -469,c7c5 -500,c7b7 -509,b2b3 -510,b2b4 -513,a2a3 -544,e2d2 -544,e2c2 -550,c7c1 -560,c7c3 -564,e2f2 -564,e2e1 -564,h2g1 -564,c7c2 -567,e2f1 -569,e2g2 -569,h2h3 -580,h2g2 -583,h2h1 -583,d5f6 -586,d5e3 -587,c7c4 -592,e2e3 -598,d5b4 -599,d5c3 -601,c7c8 -611,d5f4 -628,c7c6 -641,d5b6 -652,h4g5 -813,e2c4 -1035,e2e4 -1096,e2b5 -1140,e2g4 #-33,e2d3 #-20,e2h5 #-18,e2f3 #-16"
QHnTf,3bR3/1k6/1p5q/pP1p3r/2pP1PQ1/P1P5/7P/7K w - - 3 40,1605,+420,c8b7 #-3,#+3,"g4d7 #+3,h1g1 0,h1g2 -364,h2h3 -367,g4e2 -392,g4g3 -453,e8e7 -453,g4g2 -455,g4f3 -473,e8e2 -475,e8d8 -545,g4g1 -588,g4h5 -642,e8g8 -781,e8h8 #-34,h2h4 #-28,e8e3 #-28,e8e1 #-27,a3a4 #-15,e8e5 #-14,e8f8 #-11,e8e6 #-9,e8e4 #-9,f4f5 #-8,g4g7 #-7,g4g5 #-7,g4h3 #-6,g4h4 #-6,g4c8 #-6,g4g6 #-6,g4g8 #-6,g4f5 #-6,g4e6 #-5,g4d1 #-5"
QHmmI,r4rk1/1p2q2p/p4bp1/2pp1pB1/P2n4/1BNP2QP/1PP2PP1/R5K1 w - - 2 17,1943,+225,g7f6 -413,+413,"c3d5 +413,g5h6 -92,g5f6 -188,g5f4 -215,b3d5 -244,g5d2 -271,h3h4 -272,g5e3 -288,f2f4 -316,g1h1 -419,g5c1 -421,g1h2 -429,a4a5 -446,a1d1 -458,a1a3 -460,g3h2 -464,b3a2 -466,g1f1 -467,a1b1 -468,f2f3 -486,b3c4 -486,g3e3 -488,a1c1 -489,a1f1 -490,a1a2 -498,g3f4 -501,c3e4 -514,g3h4 -516,g5h4 -525,a1e1 -545,g3c7 -551,c3d1 -594,g3g4 -608,c3a2 -614,g3b8 -615,c3b5 -616,c3b1 -626,g3e5 -628,g3f3 -638,g3d6 -642,c3e2 -661"
QHo6v,8/2p4p/1p1p2P1/3P4/p2k1bK1/8/8/5B2 w - - 1 57,1525,+819,e5d4 -584,+584,"g6g7 +584,f1b5 -558,g6h7 -768,g4f4 -805,f1e2 -813,f1g2 -816,f1h3 -816,f1d3 -816,g4f5 -817,g4f3 -818,f1a6 -818,f1c4 -818,g4h5 -839,g4h4 -884,g4h3 -915"
QHokz,8/8/8/1p3R2/1P6/3r4/2K1kp2/8 w - - 4 63,1567,#+27,e3e2 -531,+531,"f5f2 +531,f5e5 #-13,f5f4 #-13,f5f7 #-13,f5f6 #-13,f5f8 #-13,f5b5 #-11,c2b2 #-10,c2b1 #-10,c2c1 #-10,f5h5 #-8,f5c5 #-6,f5g5 #-6,f5f3 #-5,f5d5 #-4"
QHn3g,3r4/5pk1/p4ppN/1q6/N4P1Q/8/PPP3RP/2K5 b - - 0 25,993,+574,g1g2 #-2,#+2,"b5f1 #+2,d8d5 -347,b5d5 -484,d8c8 -496,a6a5 -510,d8b8 -516,d8f8 -516,d8a8 -522,d8h8 -522,d8e8 -524,d8d6 -526,d8g8 -533,d8d4 -566,b5c4 -579,d8d7 -594,d8d1 -601,b5d7 -603,g7f8 -606,b5a5 -611,b5e8 -620,b5b4 -631,d8d3 -658,g6g5 -667,g7h7 -675,f6f5 -696,b5b8 -802,d8d2 -823,b5c6 -914,b5a4 #-26,b5b7 #-23,b5d3 #-13,b5b2 #-9,b5g5 #-8,b5h5 #-7,b5c5 #-7,b5b3 #-6,b5e5 #-6,b5b6 #-6,b5e2 #-5,g7h8 #-5,b5f5 #-4"
QHmIT,1r3rk1/p4ppp/2pq1n2/3p2B1/1b6/1PNQP3/P4PPP/R4RK1 b - - 2 16,1891,+2,e1g1 -420,+420,"b4c3 +420,b8c8 0,d6e5 -3,d6e6 -7,b8b6 -17,f6d7 -19,b8b7 -21,b8a8 -21,f6h5 -22,b8d8 -25,b8e8 -26,f6g4 -26,d6d8 -30,d6e7 -74,f6e4 -110,d5d4 -129,d6d7 -171,d6c7 -178,h7h5 -178,g7g6 -197,b4a3 -203,f8e8 -204,d6c5 -212,h7h6 -213,f8d8 -217,a7a5 -218,b4a5 -220,b4c5 -220,f8c8 -221,a7a6 -244,g8h8 -246,c6c5 -255,f6e8 -274,b8b5 -433,d6h2 -514,d6g3 -535,d6f4 -598"
QHjtb,r1b1kb1r/pp1qpp1p/2n2np1/1B2p3/3N4/4BN2/PPP2PPP/R2QK2R w KQkq - 0 11,1457,-41,d6e5 -322,+322,"f3e5 +322,b5c6 +27,d4c6 +13,d4b3 -138,d4e2 -196,b5a4 -369,d1e2 -384,c2c4 -389,h2h4 -400,e1g1 -404,h2h3 -408,d1d3 -414,c2c3 -415,d1d2 -417,a2a4 -425,a2a3 -428,b2b4 -431,b2b3 -432,a1c1 -433,d1c1 -437,a1b1 -437,e3f4 -442,h1g1 -451,h1f1 -451,e3g5 -453,g2g3 -453,g2g4 -454,d4f5 -454,d4e6 -461,e3d2 -466,e3c1 -467,f3g5 -473,b5e2 -479,b5c4 -480,b5d3 -489,d1b1 -494,f3h4 -494,b5f1 -500,e3h6 -501,e1e2 -501,f3g1 -502,e1f1 -502,f3d2 -535,e1d2 -548,b5a6 -569"
QHooB,8/8/6kp/8/8/3K3P/4r1P1/8 w - - 0 51,1176,-3,e8e2 -537,+537,"d3e2 +537,g2g3 #-27,g2g4 #-22,d3d4 #-22,d3c3 #-22,h3h4 #-19,d3c4 #-18"
QHmGR,r4rk1/ppp2pb1/2np2pp/8/2BNq1n1/P1P1B2Q/1P3PPP/3R1RK1 w - - 2 15,1940,+57,f6g4 -383,+383,"c4d3 +383,f1e1 -9,d1e1 -82,d4c6 -92,e3c1 -117,e3d2 -155,h3h4 -155,h3f3 -158,c4a2 -164,d1d2 -168,c4b3 -174,c4d5 -186,d1d3 -187,a3a4 -187,h3g3 -189,g1h1 -189,c4e2 -204,c4b5 -207,b2b4 -209,d1a1 -220,d1c1 -221,d1b1 -239,b2b3 -247,g2g3 -349,e3g5 -431,e3h6 -437,d4e6 -454,e3f4 -462,d4b5 -469,c4f7 -478,c4e6 -479,d4f5 -490,c4a6 -492,h3g4 -508,d4c2 -519,d4f3 -521,d4e2 -528,d4b3 -548,h3h6 -558,f2f4 -565,f2f3 -583,h3h5 -597"
QHpRt,8/8/8/2K5/5p2/1PR2Pk1/4r3/8 b - - 0 51,1908,0,d5c5 -475,+475,"e2e3 +475,g3f2 +8,e2e1 0,g3g2 0,e2f2 0,e2e5 0,e2e8 0,e2e7 0,e2e6 0,e2g2 0,e2d2 0,e2h2 0,e2b2 0,e2a2 0,g3h3 0,g3h4 0,g3h2 0,e2e4 #-28,e2c2 #-24"
QHn9x,4r3/p4p2/2p5/3pk2p/7P/6K1/PPP5/5R2 w - - 0 27,1021,+6,f5e5 -547,+547,"f1e1 +547,f1f7 -14,g3h3 -296,g3h2 -316,g3f3 -316,g3f2 -343,f1f4 -350,f1f3 -352,f1h1 -369,b2b3 -373,a2a4 -381,c2c3 -385,g3g2 -391,f1b1 -394,f1a1 -394,f1c1 -394,f1d1 -394,a2a3 -398,f1f2 -398,c2c4 -411,b2b4 -423,f1g1 -650,f1f6 -696,f1f5 -887"
QHpea,8/8/8/3k2p1/PP1p1P2/3K4/8/8 b - - 0 48,2197,0,g3f4 -589,+589,"g5g4 +589,g5f4 0,d5e6 #-19,d5d6 #-19,d5c6 #-19"
QHpav,8/2R2Qpk/5p1p/8/1p2r3/7P/P2q1PP1/6K1 b - - 5 37,1227,0,c1c7 #-3,#+3,"e4e1 #+3,d2g5 +9,d2d1 -315,e4g4 -534,d2e1 -593,e4e7 -616,d2c1 #-13,d2f2 #-4,d2d7 #-4,b4b3 #-1,f6f5 #-1,h6h5 #-1,h7h8 #-1,d2d8 #-1,e4e2 #-1,e4e3 #-1,e4c4 #-1,e4d4 #-1,e4f4 #-1,e4h4 #-1,e4e5 #-1,e4e6 #-1,e4e8 #-1,d2a2 #-1,d2b2 #-1,d2c2 #-1,d2e2 #-1,d2c3 #-1,d2d3 #-1,d2e3 #-1,d2d4 #-1,d2f4 #-1,d2d5 #-1,d2d6 #-1"
QHnFm,2r5/1p2k3/1p2ppB1/3p4/5bP1/8/PP2K3/R3B2r w - - 4 30,1327,+554,a8c8 -181,+181,"e1b4 +181,a1d1 -527,a2a3 -538,a2a4 -539,b2b3 -552,g6d3 -553,a1b1 -554,g6e4 -572,g4g5 -576,e1g3 -581,e2f3 -594,b2b4 -594,e2d3 -594,e2f2 -594,g6f5 -602,e2d1 -605,g6b1 -641,e1d2 -652,g6h7 -671,e1h4 -678,e1c3 -679,e1a5 -684,e1f2 -685,g6c2 -696,a1c1 -716,g6e8 -733,g6h5 -737,g6f7 -749"
QHmtC,r3k2r/pp1b1ppp/2n1p3/qBQp4/3P4/2P2N1P/2PK1PP1/3R3R w kq - 6 16,1857,0,c8d7 -403,+403,"b5c6 +403,d1a1 0,h1e1 -17,d1b1 -36,h3h4 -68,d1e1 -81,g2g4 -97,g2g3 -102,h1g1 -103,d1c1 -106,d1g1 -110,h1f1 -111,d1f1 -124,f3h2 -175,d2d3 -177,b5d3 -182,b5f1 -191,b5e2 -192,f3g5 -194,f3h4 -197,f3g1 -314,f3e1 -314,d2e1 -367,d2e2 -368,d2e3 -369,d2c1 -378,h1h2 -381,f3e5 -448,b5a6 -457,b5a4 -458,c5d6 -473,b5c4 -491,c5c6 -541,c5b4 -581,c5d5 -585,c5a7 -592,c5c4 -607,c5a3 -616,c5f8 -636,c5e7 -644,c5b6 -645"
QHpZf,6k1/pp3pp1/2P4p/3nN3/2QP4/P5PP/3q1PK1/8 b - - 0 30,1010,0,b5c6 -602,+602,"d5e3 +602,b7c6 -71,g8h7 -611,d2e1 -673,d5f4 -864,d2c3 #-30,d5e7 #-29,g8h8 #-28,d2a5 #-28,h6h5 #-25,d2d1 #-24,d2b2 #-24,b7b6 #-24,b7b5 #-23,f7f5 #-23,a7a6 #-22,d2f2 #-22,d2b4 #-22,a7a5 #-21,f7f6 #-19,d2g5 #-19,d2f4 #-18,d2a2 #-18,d5c7 #-17,d2e2 #-16,d2e3 #-13,d2d3 #-13,d2d4 #-13,d2c2 #-12,d2c1 #-12,d5f6 #-12,d5b4 #-11,d5b6 #-11,g8f8 #-10,d5c3 #-6,g7g5 #-6,g7g6 #-6"
QHnYj,5rk1/bbp2pp1/p6p/1p4q1/1PP1P3/P4Q2/BB1r2PP/1R3R1K w - - 0 22,2031,+276,h7h6 -304,+304,"b2c1 +304,c4c5 -67,c4b5 -173,a2b3 -295,f1e1 -319,a3a4 -391,b2g7 -404,h2h3 -404,f1d1 -440,b1a1 -469,b1e1 -474,b2c3 -500,b1c1 -506,b2f6 -513,b2a1 -517,b2d4 -518,b1d1 -519,f3g3 -533,f1g1 -572,f1c1 -575,g2g4 -589,g2g3 -608,b2e5 -627,f1f2 -775,f3h3 -828,f3f2 #-7,f3f7 #-5,f3e2 #-5,f3g4 #-4,h2h4 #-4,e4e5 #-2,f3d1 #-1,f3b3 #-1,f3c3 #-1,f3d3 #-1,f3e3 #-1,f3f4 #-1,f3f5 #-1,f3h5 #-1,f3f6 #-1"
QHmw3,r2q1rk1/pb2ppb1/5npp/2p1p3/4N3/3B1Q2/PPP2PPP/R1B2RK1 w - - 0 14,1064,+125,c6c5 -344,+344,"e4f6 +344,f3e2 -174,f1d1 -185,f1e1 -187,f3e3 -187,a1b1 -191,c1e3 -217,c2c3 -220,a2a4 -220,g2g4 -228,c2c4 -229,h2h3 -236,h2h4 -237,a2a3 -259,g1h1 -269,b2b4 -274,c1h6 -306,g2g3 -307,b2b3 -322,f3h3 -460,c1d2 -480,c1g5 -482,c1f4 -485,f3g3 -500,d3e2 -518,d3a6 -524,f3d1 -536,f3f6 -540,d3c4 -540,d3b5 -545,e4c3 -554,e4c5 -558,e4d2 -561,e4g3 -568,e4d6 -591,e4g5 -594,f3f5 -603,f3h5 -629,f3g4 -637,f3f4 -663"
QHn2I,3r1r1k/pp1q1p1p/4pp2/8/1n5N/3P2R1/P4PPP/R2Q2K1 w - - 5 19,1728,+280,c6b4 -271,+271,"d1g4 +271,d1h5 -161,d1e1 -179,d1d2 -186,d1f3 -223,a1b1 -224,h2h3 -225,d1b3 -242,d1c1 -253,g3f3 -258,g3e3 -259,h4f3 -266,a2a4 -269,g3h3 -275,d1e2 -285,a1c1 -295,d1f1 -302,d1b1 -303,a2a3 -305,g3g4 -319,g1f1 -319,g1h1 -325,d3d4 -338,f2f4 -462,g3g7 -476,h4f5 -480,h4g6 -503,g3g5 -557,g3g6 -582,g3g8 -587,f2f3 -604,d1c2 -655,d1a4 -681"
QHmmt,3rk2r/pp2bppp/2p1p3/4P3/4N1Qn/P1BqP3/1P3PPP/3RK2R b Kk - 7 16,1649,0,d2e4 #-2,#+2,"h4g2 #+2,h7h5 0,d3d1 -5,f7f5 -149,d3c2 -200,d3b5 -283,d3a6 -293,h4f3 -488,h4f5 -505,h4g6 -512,d3c3 -516,e8g8 -522,d3d7 -528,d3e4 -532,d3d5 -536,e8f8 -550,h8f8 -551,d3c4 -557,g7g5 -564,g7g6 -572,b7b5 -577,h7h6 -578,a7a5 -582,h8g8 -590,d3e3 -591,e7f8 -591,a7a6 -592,b7b6 -603,d8d7 -605,d3f1 -608,d8d5 -615,d8d4 -616,d3b1 -624,c6c5 -646,d3d4 -647,e7a3 -655,e7b4 -667,e7g5 -686,d8c8 -695,d3d2 -700,f7f6 -700,d8a8 -705,d8b8 -714,e7f6 -737,e7c5 -744,e8d7 -762,d8d6 -775,d3e2 -775,e7d6 -795,d3d6 -923"
QHp02,6k1/3p2pp/pp2r1r1/3Q4/1pPp1R2/7q/P1N2PP1/6K1 w - - 2 31,1091,+462,e8e6 #-2,#+2,"d5a8 #+2,c4c5 -328,c2e3 -411,f4d4 -463,c2e1 -505,d5f3 -517,d5b7 -523,a2a4 -556,f4f7 -583,a2a3 -583,g2g3 -591,f4f6 -598,f4g4 -660,f4h4 -666,f4f5 -771,d5e6 -814,f4f8 -853,g2g4 -995,d5e4 #-5,d5c6 #-5,d5g5 #-5,c2a1 #-3,c2d4 #-3,c2a3 #-3,c2b4 #-3,g1f1 #-1,f2f3 #-1,f4f3 #-1,f4e4 #-1,d5d4 #-1,d5a5 #-1,d5b5 #-1,d5c5 #-1,d5e5 #-1,d5f5 #-1,d5h5 #-1,d5d6 #-1,d5d7 #-1"
QHlck,r2qk2r/ppp2ppp/1nnbp3/7b/5B2/1BNP1P2/PPP1N1PP/R2Q1RK1 b kq - 2 10,1781,+48,c1f4 -437,+437,"d6f4 +437,h5g6 +9,e8g8 +6,a7a5 -1,c6a5 -8,c6d4 -14,a7a6 -18,d8d7 -22,d6e7 -26,c6e7 -33,d6c5 -33,h7h6 -35,d8e7 -36,d6b4 -37,e6e5 -38,b6d7 -38,a8b8 -40,a8c8 -46,f7f6 -48,d8h4 -51,b6c8 -53,d6f8 -55,c6b4 -55,d8f6 -55,f7f5 -56,d8c8 -65,c6e5 -67,c6b8 -73,b6d5 -80,g7g5 -94,h8f8 -95,e8e7 -103,d6e5 -105,h8g8 -105,e8f8 -110,e8d7 -122,b6a4 -149,d8b8 -164,g7g6 -304,h5f3 -368,b6c4 -439,h5g4 -459,d6a3 -483,d8g5 -625"
QHqxb,4R3/8/8/8/3K1k2/2P5/1r2p3/8 b - - 5 51,1679,+10,e3e8 -460,+460,"b2d2 +460,f4f3 +3,f4g3 0,b2a2 0,f4g4 -1,f4f5 -4,b2b8 -4,f4g5 -4,b2b7 -4,b2c2 -5,e2e1r -473,b2b6 -474,b2b5 -474,b2b1 -474,b2b3 -474,e2e1n -474,e2e1b -475,e2e1q -475,b2b4 #-13"
QHpsC,r5k1/1bp2rp1/1p2P2p/p7/4p3/1BPq2Q1/PP4PP/4R2K w - - 1 26,1978,+12,d7d3 -534,+534,"e6f7 +534,g3d3 -30,h1g1 -474,e1g1 -523,b3c4 -525,g3e3 -554,e6e7 -558,h2h3 -735,h2h4 #-21,g3f4 #-11,g3f3 #-11,g3g7 #-9,g3f2 #-8,e1d1 #-2,g3g6 #-2,a2a3 #-2,g3e5 #-2,g3g4 #-2,a2a4 #-2,g3h4 #-2,e1a1 #-2,g3h3 #-2,e1c1 #-2,b3c2 #-2,b3a4 #-2,b3d1 #-2,c3c4 #-2,g3g5 #-2,b3d5 #-2,g3d6 #-2,g3c7 #-2,e1b1 #-2,e1e3 #-1,e1e2 #-1,e1e4 #-1,e1f1 #-1"
QHnnE,1r4k1/p4p2/6p1/3Q4/2p3PK/1q5P/8/3n1R2 w - - 4 35,1456,+473,a8b8 -593,+593,"d5f7 +593,f1f6 -476,d5d1 -491,f1f7 -512,f1d1 -526,g4g5 -561,d5e4 -669,d5d4 -730,d5d7 -735,f1f3 -750,d5d6 -761,d5d2 -771,d5c5 -771,f1e1 -790,d5e5 -864,f1f4 -878,d5h1 -1033,d5a5 #-37,d5g5 #-34,d5c6 #-30,d5f3 #-26,f1f5 #-23,h4g5 #-18,d5g2 #-14,f1g1 #-9,f1h1 #-9,d5h5 #-8,d5f5 #-8,f1f2 #-7,d5e6 #-7,d5c4 #-6,d5a8 #-6,d5b7 #-6,d5d3 #-6,d5d8 #-5,d5b5 #-5"
QHrZf,rn2k1nr/pp3ppp/2p5/3b4/3P4/2q1BN2/P3QPPP/R3KB1R w KQkq - 0 11,1097,+7,a5c3 -564,+564,"e3d2 +564,e2d2 -539,f3d2 -540,e1d1 -557"
QHrJ1,6Q1/kpp4p/p3pP2/5qP1/8/2P5/PP3r2/K6R b - - 4 29,789,0,c1h1 #-2,#+2,"f2f1 #+2,h7h6 +167,h7h5 0,f5c2 0,f5d3 0,f2h2 0,c7c5 0,b7b6 0,a7b6 0,a6a5 0,f5e4 0,f2f4 0,f2f3 0,f5b5 0,f5h3 0,b7b5 0,e6e5 0,c7c6 0,f2g2 0,f2d2 0,f2e2 0,f2c2 0,f5a5 -1,f5e5 -1,f5f4 -1,f5d5 -3,f5c5 -4,f5g4 -6,f5f3 -8,f2b2 -304,f5g6 -412,f5f6 -753,f5b1 #-25,f5g5 #-18"
QHmMe,r2qkb1r/1b1n1p1p/p3N1p1/1p2P3/1n6/3B3Q/PPP3PP/RNB2RK1 b kq - 0 14,1444,-33,d4e6 -399,+399,"d8b6 +399,f8c5 -55,f7e6 -89,d8c8 -175,d8a5 -212,d8b8 -269,d8e7 -385,d7e5 -461,b7g2 -521,b4d3 -536,d7c5 -536,b7d5 -549,f8e7 -577,b4c6 -577,b4d5 -583,b4a2 -590,b7e4 -591,f8d6 -596,a8c8 -596,h7h5 -601,b7c6 -602,a8b8 -602,h8g8 -616,f7f5 -624,f7f6 -627,h7h6 -632,b7f3 -635,d7b6 -641,g6g5 -652,b4c2 -653,d8f6 -653,b7c8 -655,d8h4 -658,a6a5 -659,d7f6 -667,a8a7 -675,e8e7 -680,f8h6 -740,d7b8 -760,d8g5 -806,f8g7 -892,d8c7 -910"
QHrOs,6rk/6p1/6p1/R2R4/8/1p3P2/6PK/1r6 w - - 0 42,706,0,b4b3 #-2,#+2,"d5h5 #+2,a5b5 +11,d5b5 +9,a5c5 +3,d5d7 0,a5a7 0,d5g5 0,d5e5 0,d5c5 0,h2g3 0,f3f4 0,a5a6 0,d5d6 0,d5d4 -2,d5d3 -3,a5a4 -5,g2g3 -6,d5d2 -8,g2g4 -25,a5a3 -60,h2h3 -393,d5f5 -637,d5d1 -662,a5a1 -663,a5a8 -702,d5d8 -702,a5a2 -710"
QHmvO,r4nk1/2p1q1pp/bp3b2/p2pN3/3P2Q1/P1N1P3/1P1B2PP/5RK1 w - - 4 21,1596,-12,f7e7 -553,+553,"c3d5 +553,f1f5 +27,g4f3 0,f1f2 -36,f1d1 -72,f1e1 -78,f1f3 -84,f1f4 -87,f1c1 -119,f1b1 -131,c3e2 -138,f1a1 -151,e5f3 -217,f1f6 -226,d2e1 -270,e5d3 -312,g4h5 -330,h2h3 -347,g4f5 -348,e5g6 -357,h2h4 -377,e5c6 -383,e3e4 -388,b2b4 -390,d2c1 -394,g4h3 -397,g4f4 -408,a3a4 -409,g4g3 -409,b2b3 -423,g4d1 -424,g2g3 -429,g1f2 -441,c3a4 -446,g1h1 -448,c3e4 -448,c3d1 -449,c3b5 -456,c3a2 -469,e5d7 -471,c3b1 -471,e5f7 -479,e5c4 -502,g4e2 -534,g4g7 -540,g4h4 -562,g4g5 -566,g4e4 -591,g4c8 -603,g4g6 -613"
QHqad,4nrk1/5p1p/4p1pP/p1qbP1Q1/4NRP1/2N5/1PP5/1K6 b - - 6 32,929,+119,d2e4 -473,+473,"c5g1 +473,d5e4 -80,f7f6 -484,c5b6 -599,c5a7 -645,d5a2 -688,c5c3 -824,c5c6 #-25,c5f2 #-25,c5e3 #-24,f7f5 #-21,c5c8 #-21,d5c6 #-20,d5c4 #-17,c5d4 #-17,a5a4 #-17,d5b7 #-16,c5b4 #-15,d5a8 #-15,e8f6 #-13,d5b3 #-11,c5c4 #-11,e8g7 #-11,c5b5 #-11,e8d6 #-10,c5a3 #-10,c5c7 #-10,e8c7 #-9,g8h8 #-9,c5d6 #-7,c5e7 #-5"
